<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20210101,193000,29260.7800000,29422.7000000,29200.0000000,29360.7000000,323
20210101,200000,29358.3900000,29436.7200000,29333.9800000,29382.2200000,263
20210101,203000,29382.2200000,29418.5700000,29313.0400000,29364.3600000,258
20210101,210000,29363.9800000,29364.3600000,29016.6900000,29161.4300000,527
20210101,213000,29161.3900000,29341.3600000,29000.0000000,29094.4200000,486
20210101,220000,29094.4200000,29165.0000000,28700.0000000,29145.7600000,702
20210101,223000,29145.7600000,29200.0000000,29027.5000000,29135.9500000,270
20210101,230000,29135.0000000,29200.0000000,29085.2000000,29116.9900000,188
20210101,233000,29116.9300000,29326.0100000,28958.0000000,29304.7000000,306
20210102,000000,29303.1600000,29368.8300000,29241.7000000,29295.9800000,183
20210102,003000,29289.6200000,29327.3600000,29250.5400000,29320.0800000,216
20210102,010000,29320.0700000,29375.0000000,29208.1800000,29253.6300000,179
20210102,013000,29244.4300000,29387.0000000,29192.8500000,29361.5300000,127
20210102,020000,29362.0600000,29409.0000000,29332.7200000,29354.9200000,183
20210102,023000,29354.9200000,29396.8100000,29318.2400000,29369.9900000,147
20210102,030000,29370.2500000,29417.9500000,29344.1400000,29412.8400000,195
20210102,033000,29413.2900000,29413.3300000,29039.0000000,29125.7400000,313
20210102,040000,29120.4500000,29275.0000000,29077.1000000,29273.9400000,231
20210102,043000,29273.9300000,29329.1600000,29186.8300000,29293.0400000,164
20210102,050000,29291.5600000,29495.5900000,29291.5600000,29455.0500000,220
20210102,053000,29455.0500000,29561.7300000,29404.2700000,29499.9100000,685
20210102,060000,29512.2300000,29519.5000000,29408.4700000,29413.6600000,296
20210102,063000,29413.6600000,29461.8300000,29362.5000000,29400.0400000,209
20210102,070000,29397.9200000,29446.6800000,29340.1300000,29440.0100000,175
20210102,073000,29440.0100000,29440.0100000,29301.5100000,29389.2200000,200
20210102,080000,29389.2200000,29477.1100000,29334.6300000,29440.0000000,202
20210102,083000,29439.9900000,29589.6800000,29439.9900000,29587.6800000,213
20210102,090000,29589.6300000,29683.5000000,29550.0100000,29683.0300000,288
20210102,093000,29683.0200000,29749.0000000,29550.0300000,29748.9900000,295
20210102,100000,29749.0000000,29822.0000000,29637.1800000,29799.9800000,382
20210102,103000,29800.6400000,29875.0000000,29756.8600000,29804.9000000,224
20210102,110000,29804.9000000,29887.0000000,29725.0100000,29837.7800000,187
20210102,113000,29837.7700000,29929.4400000,29772.2900000,29797.8100000,324
20210102,120000,29798.3000000,29920.0000000,29720.1200000,29911.1500000,136
20210102,123000,29911.1400000,29929.0000000,29748.3100000,29759.2600000,309
20210102,130000,29759.2900000,29969.9900000,29639.1400000,29691.3600000,342
20210102,133000,29690.1600000,29890.0000000,29550.0000000,29860.5600000,279
20210102,140000,29860.5400000,29868.7500000,29739.3500000,29752.4900000,150
20210102,143000,29751.3900000,29847.8900000,29704.1600000,29737.9600000,132
20210102,150000,29742.1900000,29838.3100000,29714.0800000,29829.7200000,178
20210102,153000,29829.7100000,30479.0000000,29805.1400000,30350.0000000,1300
20210102,160000,30350.0000000,30944.0000000,30236.4600000,30645.0800000,1062
20210102,163000,30645.0700000,30956.0000000,30572.2800000,30922.5700000,665
20210102,170000,30919.8700000,31600.0000000,30804.6700000,31600.0000000,1092
20210102,173000,31599.9900000,31623.0000000,31100.0000000,31145.6500000,674
20210102,180000,31150.0000000,31388.4300000,31147.4400000,31350.8900000,552
20210102,183000,31350.8900000,31478.9300000,31304.3600000,31440.0400000,575
20210102,190000,31440.0400000,31898.0000000,31409.0800000,31802.4500000,1006
20210102,193000,31800.3400000,32500.0000000,31790.3100000,32393.9800000,1668
20210102,200000,32393.9700000,33165.0000000,32231.1200000,32568.5200000,2041
20210102,203000,32569.0000000,32829.2300000,32480.0100000,32704.9900000,819
20210102,210000,32704.9600000,33088.6400000,32522.5100000,32970.2100000,998
20210102,213000,32963.9300000,33025.5600000,32511.8000000,32819.2500000,554
20210102,220000,32812.6100000,33300.0000000,32682.4400000,33056.0200000,896
20210102,223000,33037.6000000,33176.6500000,32767.5300000,33101.8500000,529
20210102,230000,33102.2300000,33300.0000000,33054.2800000,33111.8700000,669
20210102,233000,33111.8700000,33140.0300000,32112.1300000,32280.0000000,1960
20210103,000000,32280.0000000,32453.9800000,30505.0000000,30674.5800000,2930
20210103,003000,30700.0100000,31965.3900000,30188.0000000,31658.3100000,2808
20210103,010000,31654.5500000,31862.6000000,31392.5300000,31719.8300000,704
20210103,013000,31718.8400000,32258.2300000,31442.2900000,32248.6700000,527
20210103,020000,32248.6700000,32325.0300000,32100.0300000,32179.3600000,374
20210103,023000,32186.9400000,32233.8600000,31603.8000000,32017.7800000,612
20210103,030000,32011.0100000,32270.0000000,31819.8100000,32225.9100000,277
20210103,033000,32222.8800000,32280.0000000,32008.6200000,32244.9600000,326
20210103,040000,32251.6300000,32537.7000000,32250.8800000,32485.8000000,470
20210103,043000,32485.7600000,32667.2200000,32250.0000000,32665.3900000,285
20210103,050000,32662.3300000,32825.0000000,32580.5100000,32631.2300000,291
20210103,053000,32625.9700000,32839.9600000,32599.9900000,32823.4100000,251
20210103,060000,32821.1700000,32921.0900000,32712.5400000,32779.5000000,190
20210103,063000,32778.8100000,32778.8100000,32606.5500000,32688.6000000,169
20210103,070000,32682.2500000,32763.4400000,32470.1400000,32617.5500000,201
20210103,073000,32613.6700000,32745.5200000,32490.9100000,32621.8000000,178
20210103,080000,32627.3400000,33290.0000000,32614.5600000,33222.9700000,414
20210103,083000,33245.9000000,34100.0000000,33146.9800000,34010.9100000,1622
20210103,090000,34010.9200000,34205.0000000,33635.9300000,33779.4800000,1029
20210103,093000,33774.0500000,34122.2900000,33668.9300000,33881.5300000,415
20210103,100000,33881.5300000,34100.0000000,33860.3200000,33997.5600000,338
20210103,103000,33997.5600000,34600.0000000,33800.0000000,34536.8900000,572
20210103,110000,34532.7500000,34810.0000000,34045.1400000,34508.4900000,620
20210103,113000,34508.4800000,34628.3900000,33743.2000000,34462.5400000,550
20210103,120000,34462.5400000,34700.0000000,34305.7400000,34398.9600000,302
20210103,123000,34398.5400000,34597.8600000,33901.7900000,34035.8300000,428
20210103,130000,34045.7000000,34279.7700000,33842.0000000,34218.8600000,240
20210103,133000,34228.2400000,34386.9300000,33500.0000000,33770.1000000,500
20210103,140000,33761.6900000,34182.4800000,33554.1100000,33903.1800000,317
20210103,143000,33896.7600000,34237.4800000,33807.8400000,33961.9800000,342
20210103,150000,33961.9600000,34470.3900000,33949.7900000,34450.2600000,237
20210103,153000,34450.2600000,34618.6300000,34142.9000000,34324.4900000,353
20210103,160000,34324.4800000,34390.4300000,33980.0000000,34146.7400000,259
20210103,163000,34146.7000000,34396.0000000,34146.6700000,34204.3500000,384
20210103,170000,34204.3500000,34209.5400000,33857.4400000,33916.0800000,485
20210103,173000,33916.0800000,34199.3800000,33676.1900000,34006.2700000,385
20210103,180000,34006.2600000,34141.4800000,33550.0000000,33921.9400000,551
20210103,183000,33920.6200000,33974.2700000,33011.3800000,33094.8900000,747
20210103,190000,33098.7800000,33717.8100000,32800.0000000,33567.8200000,811
20210103,193000,33569.3400000,33884.1600000,33422.6400000,33458.8100000,532
20210103,200000,33470.3800000,33550.0000000,32623.0800000,32704.2500000,829
20210103,203000,32704.8900000,33213.6500000,32500.0000000,33112.7000000,1021
20210103,210000,33111.6600000,33267.1200000,32850.0000000,32933.7400000,397
20210103,213000,32933.7500000,33041.2400000,32510.3900000,32527.0900000,567
20210103,220000,32527.0900000,32837.9200000,32270.5900000,32785.6700000,548
20210103,223000,32785.6700000,32924.2400000,32550.0500000,32641.2400000,372
20210103,230000,32643.5600000,32799.9500000,32444.6200000,32772.4600000,220
20210103,233000,32774.3300000,33762.4500000,32730.0200000,33726.6800000,496
20210104,000000,33722.7500000,33840.0000000,33453.2800000,33744.0000000,396
20210104,003000,33743.2700000,33870.0000000,33563.0500000,33747.4100000,160
20210104,010000,33747.4100000,33796.9900000,33550.0000000,33598.4700000,231
20210104,013000,33599.2000000,33680.2600000,33250.0000000,33549.9000000,190
20210104,020000,33549.9300000,33649.0800000,33023.5300000,33166.1300000,773
20210104,023000,33163.8900000,33640.0000000,32970.2100000,33546.2100000,485
20210104,030000,33546.2100000,33628.2400000,32722.3800000,33080.6600000,825
20210104,033000,33082.8400000,33198.7100000,32714.1500000,32800.0000000,1011
20210104,040000,32799.9900000,32924.7600000,32453.3700000,32896.2200000,688
20210104,043000,32896.2100000,32998.0000000,32665.3600000,32725.0100000,360
20210104,050000,32725.0200000,33360.0000000,32630.0800000,33229.4000000,497
20210104,053000,33227.5100000,33350.0000000,33064.2300000,33116.4900000,239
20210104,060000,33114.6500000,33636.4200000,33020.0000000,33508.7800000,379
20210104,063000,33509.4000000,33550.0000000,33360.9600000,33366.5600000,238
20210104,070000,33362.1800000,33619.4800000,33240.8400000,33611.6000000,489
20210104,073000,33607.7900000,33666.9900000,33333.9500000,33372.2700000,384
20210104,080000,33382.8200000,33453.3900000,33258.5700000,33345.2500000,125
20210104,083000,33345.1800000,33399.0300000,33125.7300000,33319.9200000,216
20210104,090000,33327.9100000,33389.1900000,32891.3400000,32903.8700000,246
20210104,093000,32899.0100000,33517.3100000,32899.0100000,33339.0100000,332
20210104,100000,33359.3300000,33382.0200000,33036.7900000,33277.8300000,350
20210104,103000,33275.1900000,33318.4500000,31700.0000000,32456.3400000,1413
20210104,110000,32454.8700000,32619.4200000,31900.2100000,32108.1300000,511
20210104,113000,32117.6000000,32599.0100000,32111.3000000,32194.4700000,264
20210104,120000,32181.7400000,32319.4800000,31400.0000000,32051.3500000,421
20210104,123000,32045.7100000,32122.3200000,31433.2300000,31517.3900000,343
20210104,130000,31519.5700000,31522.0500000,30200.0000000,30998.4000000,1035
20210104,133000,30999.6800000,31198.7000000,27678.0000000,28990.5600000,2201
20210104,140000,28990.5600000,30429.4300000,28678.5200000,30284.8400000,943
20210104,143000,30282.4300000,30517.0300000,29376.0300000,30228.3100000,804
20210104,150000,30231.2700000,30962.2800000,29881.3700000,30774.1100000,577
20210104,153000,30769.7500000,31266.1000000,30500.0000000,31066.6400000,704
20210104,160000,31063.9400000,31487.8700000,30911.4400000,31282.8700000,567
20210104,163000,31280.2100000,31285.0800000,30594.0100000,31159.3900000,1293
20210104,170000,31159.4300000,31455.9200000,30841.5000000,31455.9200000,410
20210104,173000,31455.9100000,31846.7800000,31443.6900000,31773.6300000,668
20210104,180000,31776.8200000,32196.9900000,31684.2200000,32180.7200000,704
20210104,183000,32179.9400000,32246.0700000,31729.0700000,32080.0000000,571
20210104,190000,32079.9900000,32079.9900000,31591.1100000,31771.0100000,432
20210104,193000,31771.0100000,31930.5500000,30751.4100000,31034.3100000,940
20210104,200000,31034.3100000,31440.0000000,30700.0000000,31342.0200000,525
20210104,203000,31342.0300000,31549.4200000,30900.0700000,31011.6000000,491
20210104,210000,31009.3400000,31096.6000000,30607.8800000,31022.2500000,421
20210104,213000,31006.3700000,31445.2500000,30908.4300000,31445.2500000,400
20210104,220000,31434.8100000,31455.0000000,31124.5300000,31183.4500000,348
20210104,223000,31183.4400000,31480.0000000,31136.6500000,31416.5500000,304
20210104,230000,31420.0600000,31880.0000000,31412.4000000,31690.7600000,411
20210104,233000,31690.7600000,31850.0000000,31334.1800000,31389.1000000,778
20210105,000000,31395.3800000,31510.0000000,31230.6700000,31269.4700000,432
20210105,003000,31265.6400000,31600.0000000,31000.0000000,31096.6200000,249
20210105,010000,31086.5600000,31195.7900000,30864.6600000,31044.0400000,405
20210105,013000,31044.0400000,31369.3000000,30984.6100000,31333.4700000,243
20210105,020000,31333.3000000,31500.0000000,31259.7300000,31367.0300000,159
20210105,023000,31367.0600000,31870.7700000,31183.7400000,31782.0700000,337
20210105,030000,31776.5200000,32050.0000000,31596.7900000,32019.9900000,460
20210105,033000,32020.2200000,32536.8000000,32011.7400000,32368.3000000,746
20210105,040000,32360.9500000,32890.0000000,32309.4300000,32445.0000000,855
20210105,043000,32445.0000000,32655.8000000,32273.3600000,32568.2200000,590
20210105,050000,32572.5200000,32831.6200000,32468.6600000,32819.4400000,438
20210105,053000,32817.8100000,32884.9700000,32470.0000000,32555.9900000,513
20210105,060000,32553.1400000,32573.3000000,32267.2900000,32352.3700000,391
20210105,063000,32350.1600000,32605.7100000,31838.3600000,31905.8500000,400
20210105,070000,31905.8500000,32140.7900000,31157.5600000,31201.9200000,1188
20210105,073000,31201.8800000,31655.2400000,30450.0000000,31277.0800000,1417
20210105,080000,31277.0800000,31530.2700000,30839.0000000,30886.2600000,651
20210105,083000,30874.0500000,31391.8000000,30700.9600000,30985.7500000,446
20210105,090000,30995.2500000,31257.2600000,30020.0000000,30460.1900000,1067
20210105,093000,30469.0000000,30635.2800000,29891.1300000,30549.9900000,1102
20210105,100000,30550.0000000,31292.9500000,30545.0900000,31136.6400000,630
20210105,103000,31139.9300000,31336.4000000,30932.7700000,31126.7300000,376
20210105,110000,31122.5700000,31122.5700000,30774.3400000,30831.9800000,338
20210105,113000,30843.0400000,31525.6900000,30829.5600000,31230.0000000,373
20210105,120000,31227.4600000,31344.0900000,31027.2300000,31225.9000000,241
20210105,123000,31224.1800000,31475.0000000,31200.0100000,31469.7100000,269
20210105,130000,31473.0600000,31819.2800000,31471.2900000,31591.4300000,173
20210105,133000,31592.5300000,31705.4500000,31445.5200000,31603.6400000,148
20210105,140000,31600.6700000,31602.7700000,31126.9900000,31361.9700000,276
20210105,143000,31361.9700000,31587.0100000,31314.8300000,31434.7200000,229
20210105,150000,31434.7200000,31820.9300000,31390.5900000,31820.9200000,207
20210105,153000,31820.9300000,32099.9900000,31701.8600000,31850.5300000,360
20210105,160000,31850.5300000,31945.0000000,31609.4800000,31629.6400000,333
20210105,163000,31627.1000000,31942.1800000,31627.1000000,31756.8000000,341
20210105,170000,31750.1100000,31865.9700000,31479.6600000,31500.5000000,380
20210105,173000,31513.6300000,31598.9300000,31160.1200000,31575.4800000,565
20210105,180000,31575.4800000,32428.1500000,31493.3500000,32399.7700000,663
20210105,183000,32399.9900000,32425.0000000,32058.5400000,32220.7400000,665
20210105,190000,32221.9600000,32221.9600000,31975.0800000,32167.2900000,421
20210105,193000,32167.3000000,32750.0000000,31850.0000000,32564.4900000,591
20210105,200000,32564.4900000,32679.9900000,32375.2600000,32535.0800000,480
20210105,203000,32539.0800000,32712.2300000,32350.0900000,32392.1400000,536
20210105,210000,32380.0000000,32879.9200000,32312.9300000,32827.0600000,620
20210105,213000,32825.4200000,33281.8300000,32740.8200000,33154.6900000,976
20210105,220000,33153.5500000,33523.2900000,33000.5500000,33450.2000000,746
20210105,223000,33457.4900000,34049.9900000,33212.0000000,33931.3000000,1091
20210105,230000,33917.7500000,34306.1700000,33688.7200000,33807.6700000,1121
20210105,233000,33813.6800000,34000.0000000,33424.7300000,33913.3200000,831
20210106,000000,33909.6900000,34149.0000000,33747.9700000,34067.7400000,981
20210106,003000,34067.7400000,34088.9700000,33778.0800000,33938.0500000,569
20210106,010000,33935.5100000,34095.8700000,33601.0000000,33807.1400000,670
20210106,013000,33807.1500000,34425.0000000,33807.1400000,34238.4400000,545
20210106,020000,34233.1200000,34499.6700000,34179.8900000,34299.9900000,312
20210106,023000,34299.9900000,34387.5700000,33770.2100000,33940.7400000,648
20210106,030000,33934.4400000,34150.1100000,33808.0000000,34030.6400000,527
20210106,033000,34043.9100000,34199.9600000,33352.5400000,33684.0100000,1129
20210106,040000,33684.0100000,34071.0900000,33670.4200000,33976.9400000,475
20210106,043000,33982.1800000,34081.0200000,33738.3200000,33788.0200000,445
20210106,050000,33788.0200000,33927.2600000,33564.6900000,33875.8900000,404
20210106,053000,33875.8800000,34195.5500000,33838.5100000,34000.0000000,576
20210106,060000,34000.0000000,34188.0000000,33902.5800000,33956.8000000,421
20210106,063000,33956.8000000,34131.2200000,33756.9200000,33814.2200000,304
20210106,070000,33814.1800000,34233.0000000,33750.0000000,34199.4500000,420
20210106,073000,34192.0300000,35868.6900000,34191.5100000,35625.1100000,2267
20210106,080000,35625.1100000,35831.7900000,34978.6800000,35463.4300000,1598
20210106,083000,35466.8900000,35713.7500000,35132.0900000,35258.4800000,849
20210106,090000,35265.4400000,35379.1800000,34673.2300000,35130.0500000,702
20210106,093000,35119.9900000,35380.6500000,34971.1200000,35254.2300000,400
20210106,100000,35254.2300000,35366.1700000,34912.0000000,35276.5700000,284
20210106,103000,35273.8900000,35398.0000000,34966.0000000,35165.7900000,247
20210106,110000,35166.3800000,35171.1300000,34500.0000000,34787.8900000,404
20210106,113000,34787.8800000,35059.9800000,34240.0000000,34264.2300000,412
20210106,120000,34259.0600000,34675.9200000,34112.1200000,34653.0700000,295
20210106,123000,34653.6500000,34653.6500000,33700.0000000,34029.2000000,600
20210106,130000,34031.2900000,34241.8700000,33907.1300000,33999.9500000,171
20210106,133000,34000.0000000,34479.4800000,33930.6600000,34304.2300000,274
20210106,140000,34298.5700000,34652.9700000,34283.6400000,34525.0000000,173
20210106,143000,34528.6900000,35365.4500000,34454.8700000,34799.8800000,401
20210106,150000,34800.1300000,35100.0000000,34674.5200000,35023.6800000,275
20210106,153000,35025.2500000,35200.0000000,34807.2000000,34997.9600000,258
20210106,160000,34997.9600000,35049.0900000,34534.9100000,35041.5500000,309
20210106,163000,35042.6600000,35194.5000000,34564.4100000,34692.6600000,325
20210106,170000,34692.6600000,34762.5600000,34423.7400000,34662.5200000,384
20210106,173000,34662.5200000,34662.5200000,34200.0000000,34480.3000000,617
20210106,180000,34480.3000000,34745.9700000,34250.0100000,34341.2000000,663
20210106,183000,34330.1800000,34899.0000000,34263.0600000,34763.2100000,487
20210106,190000,34769.4400000,34900.0000000,34547.2600000,34669.0800000,264
20210106,193000,34668.4500000,35166.0700000,34668.4500000,34892.6800000,371
20210106,200000,34892.6800000,35114.2100000,34455.0000000,34703.7800000,599
20210106,203000,34703.7700000,35074.6800000,34642.3600000,35042.1200000,402
20210106,210000,35042.1200000,35189.0100000,34956.0300000,35019.2300000,555
20210106,213000,35019.2300000,35349.9800000,35019.2300000,35108.9300000,625
20210106,220000,35114.1500000,35362.1300000,35053.2800000,35348.2800000,501
20210106,223000,35348.2800000,35846.7000000,35276.2300000,35789.9500000,776
20210106,230000,35785.0700000,35848.0000000,34756.0500000,34940.0300000,937
20210106,233000,34957.2600000,35483.1000000,34341.7700000,35329.9900000,1801
20210107,000000,35329.9800000,36364.0000000,35222.8600000,36117.6900000,1769
20210107,003000,36134.7500000,36500.0000000,35851.9200000,36120.0000000,1124
20210107,010000,36120.0000000,36364.9700000,35755.4400000,35966.9700000,714
20210107,013000,35959.8900000,36405.3100000,35784.7900000,36380.0000000,351
20210107,020000,36380.0000000,36480.0000000,36056.3000000,36098.4600000,322
20210107,023000,36095.4900000,36500.0000000,36068.1400000,36342.1300000,583
20210107,030000,36340.1400000,37000.0000000,36316.8000000,36859.2600000,1164
20210107,033000,36859.2600000,37168.0000000,36511.5100000,37100.3300000,1031
20210107,040000,37100.8000000,37400.0000000,36983.5900000,37266.0100000,704
20210107,043000,37266.9200000,37334.8800000,36910.0300000,37044.6700000,509
20210107,050000,37044.6700000,37145.4800000,36760.8200000,37000.0000000,297
20210107,053000,37000.0000000,37187.6500000,36554.0900000,36777.4300000,644
20210107,060000,36788.0600000,37118.9300000,36674.2700000,37066.2300000,374
20210107,063000,37071.8600000,37766.3000000,37042.4400000,37742.1100000,916
20210107,070000,37742.1100000,37810.0000000,37339.4700000,37575.8300000,583
20210107,073000,37583.5800000,37657.4400000,37190.0000000,37376.3000000,538
20210107,080000,37368.3400000,37698.0000000,37300.0100000,37593.9900000,337
20210107,083000,37591.4600000,37700.0000000,37300.0000000,37638.7900000,292
20210107,090000,37638.5900000,37823.0000000,37435.5000000,37505.5800000,453
20210107,093000,37505.5700000,37606.9900000,36855.4900000,36942.2800000,472
20210107,100000,36947.0600000,37342.2000000,36947.0600000,37249.5000000,378
20210107,103000,37249.5000000,37408.8700000,37036.3700000,37205.2400000,210
20210107,110000,37208.7500000,37211.3800000,36793.3900000,36917.0100000,248
20210107,113000,36930.4800000,37094.7800000,36352.9800000,36916.4700000,419
20210107,120000,36922.2900000,37385.0000000,36863.1800000,37253.5700000,263
20210107,123000,37258.9200000,37312.2500000,36969.3800000,37111.4600000,120
20210107,130000,37112.6700000,37558.3300000,36942.3200000,37541.1700000,168
20210107,133000,37541.1700000,37541.2900000,37167.0300000,37168.2600000,131
20210107,140000,37172.6300000,37340.2200000,36972.8400000,37096.8700000,139
20210107,143000,37096.8600000,37366.9300000,37096.8600000,37231.7000000,133
20210107,150000,37231.7000000,37971.0000000,37200.2700000,37886.6600000,359
20210107,153000,37883.2400000,38180.0000000,37604.3900000,38010.0000000,614
20210107,160000,38010.0000000,38166.1300000,37842.5000000,38022.3900000,433
20210107,163000,38025.0000000,38500.0000000,37986.5700000,38435.3300000,704
20210107,170000,38433.2000000,38435.3300000,38105.7700000,38236.4500000,480
20210107,173000,38236.3700000,38700.0000000,38171.5600000,38577.9700000,714
20210107,180000,38577.9700000,38669.4000000,38222.0100000,38518.9200000,495
20210107,183000,38518.9800000,38573.6900000,38161.7000000,38386.6300000,423
20210107,190000,38386.6300000,39000.0000000,38345.0000000,39000.0000000,850
20210107,193000,39000.0000000,39621.0000000,38999.9900000,39253.9000000,1576
20210107,200000,39252.6500000,39483.6000000,39017.3300000,39160.2500000,926
20210107,203000,39155.3500000,39742.1800000,39140.9300000,39742.1800000,587
20210107,210000,39726.3800000,39800.0000000,39420.0500000,39776.9000000,459
20210107,213000,39781.5000000,40425.0000000,38378.1400000,39149.4800000,2407
20210107,220000,39149.3900000,39410.6600000,36200.0000000,38974.8900000,2347
20210107,223000,38958.1200000,38990.0000000,37500.0000000,38691.3400000,1061
20210107,230000,38706.2800000,39247.0000000,38509.2800000,39093.3300000,564
20210107,233000,39098.6700000,39227.8000000,38376.3800000,38408.4500000,442
20210108,000000,38401.0100000,39222.0000000,38310.0000000,39168.1100000,384
20210108,003000,39168.1100000,39600.0000000,39166.7400000,39524.8300000,824
20210108,010000,39524.8200000,39950.0000000,39380.0000000,39749.9800000,728
20210108,013000,39752.4000000,39754.3200000,39201.0600000,39747.6400000,544
20210108,020000,39747.6400000,39998.0000000,39500.0000000,39719.5300000,476
20210108,023000,39713.3500000,39727.7200000,38621.3600000,38949.9000000,885
20210108,030000,38949.8400000,39611.9900000,38912.0000000,39505.5600000,344
20210108,033000,39510.5500000,39750.0000000,39300.0500000,39523.0300000,433
20210108,040000,39523.0300000,39573.9200000,38500.0000000,38853.6600000,508
20210108,043000,38853.6500000,39072.1400000,38435.0500000,38572.5500000,552
20210108,050000,38572.4100000,38730.8000000,37860.0000000,38711.4100000,819
20210108,053000,38711.8300000,38728.8500000,37123.3700000,37894.8500000,989
20210108,060000,37904.1100000,37905.2400000,36565.0800000,37221.6000000,1304
20210108,063000,37218.2200000,38480.9100000,37125.0200000,38290.7300000,532
20210108,070000,38300.0000000,38521.2400000,38030.6700000,38414.8200000,276
20210108,073000,38414.8200000,38796.0000000,38228.8800000,38768.7200000,279
20210108,080000,38762.5100000,38955.0000000,38512.9200000,38725.8600000,393
20210108,083000,38724.6300000,38725.8500000,38277.8700000,38408.9000000,206
20210108,090000,38409.4300000,38643.5100000,37935.9500000,38000.8700000,260
20210108,093000,38001.7600000,38614.8800000,37572.0100000,38614.8800000,352
20210108,100000,38607.7900000,38700.0000000,38365.8500000,38570.4500000,176
20210108,103000,38571.2500000,38940.0000000,38325.9800000,38933.9600000,285
20210108,110000,38933.9600000,39128.0100000,38731.4000000,38956.2600000,362
20210108,113000,38954.7100000,39018.0300000,38568.2200000,38830.3700000,315
20210108,120000,38834.4600000,38835.0700000,38409.2400000,38699.0600000,283
20210108,123000,38699.6600000,38844.1700000,38264.2600000,38814.2100000,338
20210108,130000,38814.2000000,39397.9900000,38680.0100000,39394.0000000,336
20210108,133000,39389.4300000,39954.7000000,39261.3500000,39954.7000000,397
20210108,140000,39954.6900000,41000.0000000,39710.0200000,40754.3200000,1064
20210108,143000,40741.4600000,41500.0000000,40471.4300000,41201.0800000,602
20210108,150000,41206.2000000,41364.2400000,40594.5100000,41329.6400000,377
20210108,153000,41318.0600000,41794.9500000,41000.0000000,41623.8700000,534
20210108,160000,41620.9700000,41659.0000000,40907.4300000,41383.2300000,331
20210108,163000,41364.8900000,41439.3200000,40740.5200000,41381.5900000,309
20210108,170000,41381.5900000,41686.1500000,41187.3900000,41360.0400000,438
20210108,173000,41353.8800000,41618.2300000,41001.0100000,41262.7200000,441
20210108,180000,41262.6300000,41552.8200000,41142.2800000,41520.6500000,429
20210108,183000,41520.6000000,41986.3700000,40200.0000000,40516.8500000,1077
20210108,190000,40549.2100000,41050.0000000,39850.0000000,40915.6100000,624
