DATE,TIME,OPEN,HIGH,LOW,CLOSE,VOL
20210101,001500,29181.0000000,29192.6900000,28946.2200000,29088.0000000,330
20210101,003000,29087.9900000,29198.9800000,29081.5100000,29149.6800000,241
20210101,004500,29150.0300000,29200.0000000,29047.3600000,29076.0500000,226
20210101,010000,29075.8900000,29122.6800000,28983.8700000,29006.0500000,175
20210101,011500,29007.0400000,29104.4800000,28950.0100000,29098.0500000,149
20210101,013000,29098.0600000,29154.1700000,29066.2900000,29107.7400000,138
20210101,014500,29107.7300000,29185.0000000,29100.0000000,29168.9900000,181
20210101,020000,29168.9900000,29190.0000000,29120.0900000,29157.6500000,123
20210101,021500,29158.6600000,29164.7000000,28974.2600000,29124.5000000,214
20210101,023000,29122.3200000,29151.0000000,29000.0000000,29054.0300000,177
20210101,024500,29055.5300000,29056.0100000,28880.6500000,28880.6500000,271
20210101,030000,28883.0400000,29056.2700000,28825.0000000,28990.0800000,299
20210101,031500,28990.0800000,29083.7500000,28751.8200000,28815.6400000,236
20210101,033000,28811.9500000,28945.7000000,28792.0000000,28901.9800000,170
20210101,034500,28904.5500000,29050.4700000,28902.8500000,29019.2000000,143
20210101,040000,29019.2000000,29104.0500000,28983.1100000,29066.5800000,298
20210101,041500,29066.5800000,29420.0000000,29034.3700000,29420.0000000,565
20210101,043000,29420.0000000,29461.8700000,29288.9400000,29450.0300000,365
20210101,044500,29443.9600000,29545.0000000,29391.8500000,29407.1000000,546
20210101,050000,29393.5700000,29518.7300000,29391.3600000,29487.9500000,304
20210101,051500,29490.2900000,29539.8600000,29302.7100000,29351.0300000,356
20210101,053000,29350.6800000,29463.3800000,29343.3200000,29376.6800000,199
20210101,054500,29376.6800000,29376.7000000,29162.2100000,29332.0600000,196
20210101,060000,29325.2200000,29398.9100000,29220.2200000,29249.0500000,133
20210101,061500,29249.0500000,29358.1600000,29249.0400000,29338.8400000,125
20210101,063000,29338.8300000,29371.2300000,29225.7600000,29275.8000000,104
20210101,064500,29275.8000000,29417.6100000,29254.6400000,29344.5400000,117
20210101,070000,29344.6200000,29395.7100000,29316.5900000,29358.3000000,69
20210101,071500,29358.3000000,29419.0100000,29356.0600000,29367.5500000,119
20210101,073000,29367.5500000,29465.0000000,29367.5500000,29421.0100000,120
20210101,074500,29421.0100000,29458.8300000,29133.5300000,29246.8200000,258
20210101,080000,29242.6900000,29305.3400000,29242.6800000,29290.5200000,101
20210101,081500,29287.9500000,29305.3200000,29148.6000000,29175.0000000,188
20210101,083000,29174.9900000,29250.0000000,29174.9900000,29224.9700000,177
20210101,084500,29224.9700000,29270.6900000,29176.4100000,29240.2100000,161
20210101,090000,29240.1600000,29274.1700000,29206.2400000,29240.7900000,157
20210101,091500,29246.0600000,29320.0400000,29240.7800000,29275.1100000,163
20210101,093000,29274.2200000,29300.0000000,29158.9300000,29158.9300000,158
20210101,094500,29158.9400000,29248.3700000,29158.9400000,29246.4000000,246
20210101,100000,29246.4000000,29250.0700000,29159.4300000,29233.9400000,240
20210101,101500,29233.9300000,29234.8700000,28900.0000000,28985.6700000,469
20210101,103000,28985.6700000,29097.6600000,28974.0600000,29082.0600000,313
20210101,104500,29082.0600000,29174.9700000,29060.7600000,29160.1700000,137
20210101,110000,29162.1200000,29171.5800000,29135.2100000,29166.4100000,120
20210101,111500,29166.4100000,29246.6300000,29045.2200000,29076.1400000,220
20210101,113000,29072.1900000,29113.6600000,28928.1600000,29102.6800000,191
20210101,114500,29102.6800000,29189.2200000,29032.6300000,29053.3200000,92
20210101,120000,29050.4900000,29140.9700000,29000.0000000,29074.8700000,117
20210101,121500,29071.6300000,29221.5900000,29039.1500000,29201.6600000,114
20210101,123000,29201.6600000,29315.7200000,29167.5800000,29262.1500000,74
20210101,124500,29262.1800000,29386.2800000,29256.5800000,29301.2500000,87
20210101,130000,29301.2400000,29356.4300000,29266.2900000,29280.4300000,57
20210101,131500,29280.4300000,29385.4800000,29233.4900000,29355.5900000,109
20210101,133000,29353.8500000,29419.8300000,29304.9500000,29305.7200000,105
20210101,134500,29303.6200000,29394.0000000,29290.5100000,29351.4200000,25
20210101,140000,29351.4300000,29382.9300000,29293.7000000,29314.6200000,46
20210101,141500,29307.1700000,29418.6500000,29301.4800000,29377.4600000,90
20210101,143000,29377.4700000,29457.5200000,29344.6700000,29448.2100000,73
20210101,144500,29448.2000000,29490.0000000,29338.2800000,29364.5000000,90
20210101,150000,29361.6400000,29396.0500000,29322.1700000,29391.0600000,40
20210101,151500,29391.0500000,29402.0800000,29264.8400000,29346.4700000,100
20210101,153000,29346.0200000,29527.0000000,29322.4600000,29518.5200000,146
20210101,154500,29518.5200000,29688.8800000,29507.0600000,29588.9300000,375
20210101,160000,29587.3400000,29587.3400000,29226.4200000,29317.0900000,273
20210101,161500,29314.9300000,29465.1900000,29300.0000000,29465.1800000,137
20210101,163000,29466.1900000,29500.8700000,29383.2300000,29472.1300000,113
20210101,164500,29471.7800000,29503.9800000,29438.7000000,29478.4600000,82
20210101,170000,29479.0100000,29558.7000000,29478.7700000,29545.1500000,86
20210101,171500,29545.1500000,29634.8300000,29432.4400000,29544.4100000,156
20210101,173000,29545.6700000,29555.0000000,29477.1000000,29519.8700000,93
20210101,174500,29519.8700000,29529.5900000,29368.5500000,29480.3700000,155
20210101,180000,29483.4900000,29491.0000000,29353.5500000,29404.9200000,148
20210101,181500,29404.7800000,29475.8300000,29330.7200000,29435.7900000,179
20210101,183000,29437.0000000,29444.2000000,29305.0000000,29365.1000000,109
20210101,184500,29365.1000000,29365.1000000,29100.0000000,29199.2100000,239
20210101,190000,29204.2200000,29311.0000000,29197.3700000,29262.0500000,156
20210101,191500,29260.7800000,29330.7600000,29200.0000000,29295.4800000,165
20210101,193000,29295.8200000,29422.7000000,29291.0000000,29360.7000000,158
20210101,194500,29358.3900000,29395.3800000,29333.9800000,29375.1200000,154
20210101,200000,29375.0000000,29436.7200000,29362.4100000,29382.2200000,109
20210101,201500,29382.2200000,29402.7500000,29339.0100000,29390.2200000,114
20210101,203000,29390.2200000,29418.5700000,29313.0400000,29364.3600000,144
20210101,204500,29363.9800000,29364.3600000,29204.0000000,29248.1000000,193
20210101,210000,29245.9400000,29250.7900000,29016.6900000,29161.4300000,334
20210101,211500,29161.3900000,29341.3600000,29069.2600000,29301.8400000,217
20210101,213000,29301.8400000,29321.9900000,29000.0000000,29094.4200000,269
20210101,214500,29094.4200000,29165.0000000,28927.3000000,28959.4200000,233
20210101,220000,28954.7200000,29158.8700000,28700.0000000,29145.7600000,469
20210101,221500,29145.7600000,29146.1800000,29027.5000000,29092.8000000,130
20210101,223000,29092.7900000,29200.0000000,29059.2700000,29135.9500000,140
20210101,224500,29135.0000000,29191.4900000,29110.0000000,29174.7700000,102
20210101,230000,29176.2200000,29200.0000000,29085.2000000,29116.9900000,86
20210101,231500,29116.9300000,29246.8600000,28958.0000000,29246.5200000,207
20210101,233000,29246.8600000,29326.0100000,29227.1000000,29304.7000000,99
20210101,234500,29303.1600000,29311.4600000,29244.1000000,29267.8700000,54
20210102,000000,29259.6800000,29368.8300000,29241.7000000,29295.9800000,129
20210102,001500,29289.6200000,29327.3600000,29268.4400000,29282.0200000,116
20210102,003000,29282.0200000,29325.2000000,29250.5400000,29320.0800000,100
20210102,004500,29320.0700000,29375.0000000,29304.0400000,29313.7500000,58
20210102,010000,29313.7100000,29313.7100000,29208.1800000,29253.6300000,121
20210102,011500,29244.4300000,29330.6100000,29192.8500000,29327.5400000,52
20210102,013000,29327.5500000,29387.0000000,29324.7200000,29361.5300000,75
20210102,014500,29362.0600000,29409.0000000,29332.7200000,29391.7900000,105
20210102,020000,29391.7300000,29398.5100000,29334.6100000,29354.9200000,78
20210102,021500,29354.9200000,29390.0500000,29336.4500000,29338.7900000,55
20210102,023000,29339.0100000,29396.8100000,29318.2400000,29369.9900000,92
20210102,024500,29370.2500000,29417.9500000,29359.0300000,29367.8800000,79
20210102,030000,29367.8900000,29412.8400000,29344.1400000,29412.8400000,116
20210102,031500,29413.2900000,29413.3300000,29297.3000000,29396.0600000,123
20210102,033000,29396.0700000,29396.0700000,29039.0000000,29125.7400000,190
20210102,034500,29120.4500000,29269.0000000,29077.1000000,29265.4700000,140
20210102,040000,29267.9900000,29275.0000000,29208.5000000,29273.9400000,91
20210102,041500,29273.9300000,29275.0000000,29186.8300000,29200.1700000,64
20210102,043000,29196.7000000,29329.1600000,29196.6900000,29293.0400000,100
20210102,044500,29291.5600000,29464.0000000,29291.5600000,29438.0800000,124
20210102,050000,29433.9900000,29495.5900000,29416.9900000,29455.0500000,96
20210102,051500,29455.0500000,29505.0000000,29404.2700000,29484.0000000,321
20210102,053000,29484.0000000,29561.7300000,29450.0200000,29499.9100000,364
20210102,054500,29512.2300000,29519.5000000,29439.8400000,29450.2400000,177
20210102,060000,29450.0000000,29479.5600000,29408.4700000,29413.6600000,119
20210102,061500,29413.6600000,29461.8300000,29362.5000000,29455.2900000,118
20210102,063000,29455.5900000,29455.5900000,29384.8100000,29400.0400000,91
20210102,064500,29397.9200000,29410.0000000,29340.1300000,29360.0200000,73
20210102,070000,29366.9900000,29446.6800000,29360.0500000,29440.0100000,102
20210102,071500,29440.0100000,29440.0100000,29301.5100000,29330.0000000,98
20210102,073000,29330.0000000,29400.0000000,29314.6500000,29389.2200000,102
20210102,074500,29389.2200000,29450.0000000,29334.6300000,29436.2800000,105
20210102,080000,29436.2900000,29477.1100000,29432.2600000,29440.0000000,97
20210102,081500,29439.9900000,29538.1100000,29439.9900000,29499.1600000,95
20210102,083000,29499.1600000,29589.6800000,29488.0800000,29587.6800000,118
20210102,084500,29589.6300000,29646.3700000,29550.0100000,29595.4900000,196
20210102,090000,29595.4000000,29683.5000000,29575.9700000,29683.0300000,92
20210102,091500,29683.0200000,29739.9900000,29550.0300000,29739.9900000,171
20210102,093000,29738.0100000,29749.0000000,29630.9400000,29748.9900000,124
20210102,094500,29749.0000000,29756.8100000,29637.1800000,29691.7900000,166
20210102,100000,29692.1300000,29822.0000000,29687.8900000,29799.9800000,216
20210102,101500,29800.6400000,29875.0000000,29776.1900000,29854.7500000,140
20210102,103000,29863.2400000,29865.5500000,29756.8600000,29804.9000000,84
20210102,104500,29804.9000000,29828.9600000,29725.0100000,29806.0000000,86
20210102,110000,29805.9900000,29887.0000000,29805.9900000,29837.7800000,101
20210102,111500,29837.7700000,29929.4400000,29822.9000000,29830.4200000,230
20210102,113000,29828.1000000,29889.4200000,29772.2900000,29797.8100000,94
20210102,114500,29798.3000000,29856.8500000,29720.1200000,29856.8500000,66
20210102,120000,29859.0900000,29920.0000000,29858.5500000,29911.1500000,70
20210102,121500,29911.1400000,29929.0000000,29800.0000000,29803.9900000,195
20210102,123000,29803.9900000,29886.3900000,29748.3100000,29759.2600000,114
20210102,124500,29759.2900000,29840.0300000,29639.1400000,29825.0400000,112
20210102,130000,29833.6100000,29969.9900000,29650.6700000,29691.3600000,230
20210102,131500,29690.1600000,29787.0700000,29550.0000000,29754.4600000,176
20210102,133000,29754.4600000,29890.0000000,29754.4600000,29860.5600000,103
20210102,134500,29860.5400000,29868.7500000,29758.5700000,29799.6100000,92
20210102,140000,29799.8200000,29831.2200000,29739.3500000,29752.4900000,58
20210102,141500,29751.3900000,29847.8900000,29749.2900000,29805.6900000,46
20210102,143000,29805.6900000,29816.0000000,29704.1600000,29737.9600000,86
20210102,144500,29742.1900000,29800.2600000,29714.0800000,29789.0000000,93
20210102,150000,29789.0000000,29838.3100000,29789.0000000,29829.7200000,85
20210102,151500,29829.7100000,29959.0000000,29805.1400000,29950.0000000,104
20210102,153000,29950.0000000,30479.0000000,29837.3200000,30350.0000000,1196
20210102,154500,30350.0000000,30766.2800000,30236.4600000,30763.1000000,546
20210102,160000,30763.0900000,30944.0000000,30595.1600000,30645.0800000,516
20210102,161500,30645.0700000,30893.6700000,30572.2800000,30806.4700000,387
20210102,163000,30806.4700000,30956.0000000,30760.3100000,30922.5700000,278
20210102,164500,30919.8700000,31454.0000000,30804.6700000,31353.8500000,688
20210102,170000,31353.1100000,31600.0000000,31099.9900000,31600.0000000,404
20210102,171500,31599.9900000,31623.0000000,31363.1600000,31449.5600000,346
20210102,173000,31449.1300000,31475.0100000,31100.0000000,31145.6500000,328
20210102,174500,31150.0000000,31338.8200000,31147.4400000,31268.8900000,183
20210102,180000,31259.9500000,31388.4300000,31205.0200000,31350.8900000,369
20210102,181500,31350.8900000,31471.9400000,31304.3600000,31327.4600000,317
20210102,183000,31327.6500000,31478.9300000,31319.2800000,31440.0400000,258
20210102,184500,31440.0400000,31848.0000000,31409.0800000,31752.1100000,517
20210102,190000,31752.1100000,31898.0000000,31665.9900000,31802.4500000,489
20210102,191500,31800.3400000,32394.0000000,31790.3100000,32148.7000000,804
20210102,193000,32138.3800000,32500.0000000,32078.6900000,32393.9800000,864
20210102,194500,32393.9700000,33165.0000000,32379.4300000,32683.9900000,1151
20210102,200000,32682.9000000,32888.0000000,32231.1200000,32568.5200000,890
20210102,201500,32569.0000000,32778.0000000,32480.0100000,32684.7500000,536
20210102,203000,32684.7600000,32829.2300000,32660.8600000,32704.9900000,283
20210102,204500,32704.9600000,32824.2200000,32522.5100000,32766.8100000,386
20210102,210000,32766.8200000,33088.6400000,32766.8100000,32970.2100000,612
20210102,211500,32963.9300000,33025.5600000,32511.8000000,32675.0000000,367
20210102,213000,32676.4500000,32821.4400000,32600.0000000,32819.2500000,187
20210102,214500,32812.6100000,32855.2100000,32682.4400000,32841.5800000,192
20210102,220000,32841.5800000,33300.0000000,32802.6400000,33056.0200000,704
20210102,221500,33037.6000000,33176.6500000,32767.5300000,33033.9300000,317
20210102,223000,33041.4200000,33115.2900000,32930.9600000,33101.8500000,212
20210102,224500,33102.2300000,33235.0000000,33054.2800000,33184.6200000,311
20210102,230000,33184.7000000,33300.0000000,33100.0000000,33111.8700000,358
20210102,231500,33111.8700000,33140.0300000,32300.0000000,32840.0000000,1340
20210102,233000,32845.4700000,32855.6200000,32112.1300000,32280.0000000,620
20210102,234500,32280.0000000,32453.9800000,31635.0000000,32124.9800000,1282
20210103,000000,32125.0200000,32126.3200000,30505.0000000,30674.5800000,1648
20210103,001500,30700.0100000,31840.9000000,30188.0000000,31502.7700000,2118
20210103,003000,31522.0200000,31965.3900000,31459.9500000,31658.3100000,690
20210103,004500,31654.5500000,31739.8600000,31392.5300000,31619.7400000,331
20210103,010000,31619.7400000,31862.6000000,31485.0300000,31719.8300000,373
20210103,011500,31718.8400000,31719.8200000,31442.2900000,31688.5000000,216
20210103,013000,31688.5000000,32258.2300000,31688.4900000,32248.6700000,311
20210103,014500,32248.6700000,32325.0300000,32100.0300000,32201.7300000,258
20210103,020000,32201.7200000,32310.0000000,32127.3800000,32179.3600000,116
20210103,021500,32186.9400000,32233.8600000,31603.8000000,31893.2800000,412
20210103,023000,31896.9300000,32073.5800000,31837.8400000,32017.7800000,200
20210103,024500,32011.0100000,32074.3700000,31819.8100000,31946.2300000,114
20210103,030000,31946.2300000,32270.0000000,31945.0200000,32225.9100000,163
20210103,031500,32222.8800000,32280.0000000,32008.6200000,32141.6100000,182
20210103,033000,32141.6100000,32257.9000000,32040.0600000,32244.9600000,144
20210103,034500,32251.6300000,32479.0700000,32250.8800000,32455.6500000,320
20210103,040000,32457.0600000,32537.7000000,32395.8200000,32485.8000000,150
20210103,041500,32485.7600000,32528.5600000,32250.0000000,32442.3500000,145
20210103,043000,32450.8000000,32667.2200000,32430.0000000,32665.3900000,140
20210103,044500,32662.3300000,32774.6400000,32607.7700000,32651.1800000,169
20210103,050000,32651.1800000,32825.0000000,32580.5100000,32631.2300000,122
20210103,051500,32625.9700000,32748.6900000,32599.9900000,32688.0000000,110
20210103,053000,32688.6500000,32839.9600000,32635.6200000,32823.4100000,141
20210103,054500,32821.1700000,32921.0900000,32756.3000000,32855.0200000,112
20210103,060000,32866.2500000,32899.0000000,32712.5400000,32779.5000000,78
20210103,061500,32778.8100000,32778.8100000,32606.5500000,32618.2300000,119
20210103,063000,32620.1500000,32742.5800000,32609.9100000,32688.6000000,50
20210103,064500,32682.2500000,32688.3500000,32470.1400000,32602.8100000,127
20210103,070000,32602.8100000,32763.4400000,32570.2800000,32617.5500000,74
20210103,071500,32613.6700000,32745.5200000,32610.0000000,32665.0000000,91
20210103,073000,32664.9100000,32673.6000000,32490.9100000,32621.8000000,87
20210103,074500,32627.3400000,32750.5700000,32614.5600000,32741.0300000,64
20210103,080000,32742.5000000,33290.0000000,32742.5000000,33222.9700000,350
20210103,081500,33245.9000000,34100.0000000,33146.9800000,33828.5400000,1187
20210103,083000,33828.5400000,34088.1600000,33662.0000000,34010.9100000,435
20210103,084500,34010.9200000,34205.0000000,33766.5700000,33976.5900000,535
20210103,090000,33976.3900000,34103.9900000,33635.9300000,33779.4800000,494
20210103,091500,33774.0500000,34122.2900000,33668.9300000,33812.0100000,215
20210103,093000,33812.0100000,34000.0000000,33808.5400000,33881.5300000,200
20210103,094500,33881.5300000,34100.0000000,33860.3200000,34021.8600000,192
20210103,100000,34021.8600000,34096.8500000,33866.6200000,33997.5600000,146
20210103,101500,33997.5600000,34046.7500000,33800.0000000,34020.8300000,116
20210103,103000,34023.6400000,34600.0000000,33966.0400000,34536.8900000,456
20210103,104500,34532.7500000,34745.0000000,34449.9900000,34695.1700000,253
20210103,110000,34695.1700000,34810.0000000,34045.1400000,34508.4900000,367
20210103,111500,34508.4800000,34628.3900000,33743.2000000,34119.1500000,339
20210103,113000,34119.1400000,34506.0100000,33963.0600000,34462.5400000,211
20210103,114500,34462.5400000,34700.0000000,34330.3600000,34662.8700000,161
20210103,120000,34662.8700000,34662.8700000,34305.7400000,34398.9600000,141
20210103,121500,34398.5400000,34597.8600000,34120.0000000,34279.9200000,209
20210103,123000,34262.2700000,34347.8000000,33901.7900000,34035.8300000,219
20210103,124500,34045.7000000,34205.1100000,33842.0000000,34108.5500000,149
20210103,130000,34105.0700000,34279.7700000,34062.1100000,34218.8600000,91
20210103,131500,34228.2400000,34386.9300000,34026.0100000,34089.2000000,124
20210103,133000,34089.2800000,34151.2900000,33500.0000000,33770.1000000,376
20210103,134500,33761.6900000,33984.4400000,33554.1100000,33971.7700000,171
20210103,140000,33960.1700000,34182.4800000,33828.1300000,33903.1800000,146
20210103,141500,33896.7600000,34237.4800000,33807.8400000,34125.9900000,181
20210103,143000,34126.0500000,34193.2900000,33937.0500000,33961.9800000,161
20210103,144500,33961.9600000,34178.8200000,33949.7900000,34148.4600000,110
