TICKER,PER,DATE,TIME,OPEN,HIGH,LOW,CLOSE,VOL
GDAX.BTC-USD,D,20180301,000000,10307.2600000,11075.0000000,10213.9900000,10895.9200000,4383
GDAX.BTC-USD,D,20180302,000000,10895.9300000,11149.0000000,10765.0000000,11000.0000000,4410
GDAX.BTC-USD,D,20180303,000000,11000.0100000,11494.5700000,11000.0000000,11432.5000000,4131
GDAX.BTC-USD,D,20180304,000000,11432.5100000,11487.0000000,11041.0000000,11469.9000000,2967
GDAX.BTC-USD,D,20180305,000000,11469.9000000,11645.3600000,11368.3400000,11377.5400000,3283
GDAX.BTC-USD,D,20180306,000000,11371.5000000,11395.6300000,10565.8500000,10700.0000000,17201
GDAX.BTC-USD,D,20180307,000000,10700.0000000,10892.2100000,9400.0000000,9925.0000000,8723
GDAX.BTC-USD,D,20180308,000000,9925.0000000,10098.0000000,9064.9700000,9304.8900000,8428
GDAX.BTC-USD,D,20180309,000000,9304.9000000,9410.0000000,8370.0000000,9255.0000000,20552
GDAX.BTC-USD,D,20180310,000000,9255.0000000,9518.7700000,8727.6800000,8795.4400000,14499
GDAX.BTC-USD,D,20180311,000000,8795.4500000,9759.9800000,8516.0000000,9533.8800000,19200
GDAX.BTC-USD,D,20180312,000000,9533.8800000,9890.0000000,8780.4900000,9120.0000000,19435
GDAX.BTC-USD,D,20180313,000000,9120.0000000,9472.8800000,8855.0000000,9145.4100000,15807
GDAX.BTC-USD,D,20180314,000000,9145.4200000,9340.0000000,7931.0000000,8207.0200000,24926
GDAX.BTC-USD,D,20180315,000000,8207.0200000,8400.0000000,7666.0000000,8259.9900000,25837
GDAX.BTC-USD,D,20180316,000000,8260.0000000,8600.0000000,7911.0000000,8275.0000000,15687
GDAX.BTC-USD,D,20180317,000000,8274.0900000,8349.8200000,7751.0000000,7857.6000000,12431
GDAX.BTC-USD,D,20180318,000000,7857.5900000,8302.7300000,7310.0000000,8192.0000000,27669
GDAX.BTC-USD,D,20180319,000000,8192.0000000,8757.5000000,8108.3100000,8589.0000000,22838
GDAX.BTC-USD,D,20180320,000000,8589.0000000,9046.2600000,8316.1500000,8900.0000000,16561
GDAX.BTC-USD,D,20180321,000000,8900.0000000,9174.0000000,8745.0000000,8891.8100000,14734
GDAX.BTC-USD,D,20180322,000000,8891.8100000,9073.9300000,8467.2700000,8715.0900000,13928
GDAX.BTC-USD,D,20180323,000000,8715.0900000,8927.8100000,8280.0400000,8927.1000000,13829
GDAX.BTC-USD,D,20180324,000000,8927.8000000,8999.0000000,8508.0000000,8531.3400000,10191
GDAX.BTC-USD,D,20180325,000000,8531.9600000,8670.0000000,8359.4500000,8453.0000000,7882
GDAX.BTC-USD,D,20180326,000000,8453.0000000,8498.0000000,7854.0000000,8145.0000000,17640
GDAX.BTC-USD,D,20180327,000000,8144.9900000,8219.9900000,7757.0000000,7793.6100000,13919
GDAX.BTC-USD,D,20180328,000000,7793.6100000,8088.0000000,7727.7600000,7942.7200000,8088
GDAX.BTC-USD,D,20180329,000000,7942.7300000,7957.0000000,6905.0000000,7080.0000000,20467
GDAX.BTC-USD,D,20180330,000000,7080.0000000,7275.3500000,6600.0000000,6848.0100000,27989
GDAX.BTC-USD,D,20180331,000000,6848.0100000,7200.0000000,6780.0000000,6928.5000000,13865
GDAX.BTC-USD,D,20180401,000000,6928.5000000,7044.4600000,6450.0000000,6816.0100000,14634
GDAX.BTC-USD,D,20180402,000000,6816.0100000,7100.0000000,6777.2800000,7045.0100000,9101
GDAX.BTC-USD,D,20180403,000000,7045.0100000,7520.0000000,7016.8000000,7424.9000000,18284
GDAX.BTC-USD,D,20180404,000000,7424.9100000,7424.9100000,6708.4600000,6791.6800000,12642
GDAX.BTC-USD,D,20180405,000000,6791.6800000,6923.1000000,6568.6400000,6785.8500000,10498
GDAX.BTC-USD,D,20180406,000000,6785.8600000,6847.0000000,6518.8800000,6619.0100000,8094
GDAX.BTC-USD,D,20180407,000000,6619.0100000,7059.0000000,6605.0800000,6894.0100000,4375
GDAX.BTC-USD,D,20180408,000000,6894.0100000,7099.9900000,6891.8300000,7020.0100000,2592
GDAX.BTC-USD,D,20180409,000000,7020.0100000,7169.5300000,6617.0000000,6771.1300000,13317
GDAX.BTC-USD,D,20180410,000000,6771.1400000,6885.6400000,6661.1900000,6824.9900000,6006
