[2020-12-31T10:44:43.224][0] 	% 
[2020-12-31T10:44:45.225][0] 	% 
[2020-12-31T10:44:47.24][0] 	% 
[2020-12-31T10:44:49.25][0] 	% 
[2020-12-31T10:44:51.252][0] 	% 
[2020-12-31T10:44:53.273][0] 	% 
[2020-12-31T10:44:55.384][0] 	% 
[2020-12-31T10:44:57.532][0] 	% 
[2020-12-31T10:44:59.695][0] 	% 
[2020-12-31T10:45:00.236][0] 	% 
[2020-12-31T10:45:02.461][0] 	% 
[2020-12-31T10:45:04.533][0] 	% 
[2020-12-31T10:45:06.549][0] 	% 
[2020-12-31T10:45:08.715][0] 	% 
[2020-12-31T10:45:11.086][0] 	% 
[2020-12-31T10:45:12.895][0] 	% 
[2020-12-31T10:45:14.869][0] 	% 
[2020-12-31T10:45:16.885][0] 	% 
[2020-12-31T10:45:18.921][0] 	% 
[2020-12-31T10:45:20.95][0] 	% 
[2020-12-31T10:45:22.952][0] 	% 
[2020-12-31T10:45:24.959][0] 	% 
[2020-12-31T10:45:26.967][0] 	% 
[2020-12-31T10:45:28.971][0] 	% 
[2020-12-31T10:45:30.981][0] 	% 
[2020-12-31T10:45:33.075][0] 	% 
[2020-12-31T10:45:35.131][0] 	% 
[2020-12-31T10:45:37.284][0] 	% 
[2020-12-31T10:45:39.628][0] 	% 
[2020-12-31T10:45:41.679][0] 	% 
[2020-12-31T10:45:43.698][0] 	% 
[2020-12-31T10:45:45.946][0] 	% 
[2020-12-31T10:45:47.949][0] 	% 
[2020-12-31T10:45:50.046][0] 	% 
[2020-12-31T10:45:52.104][0] 	% 
[2020-12-31T10:45:54.119][0] 	% 
[2020-12-31T10:45:56.286][0] 	% 
[2020-12-31T10:45:58.52][0] 	% 
[2020-12-31T10:46:00.158][0] 	% 
[2020-12-31T10:46:02.459][0] 	% 
[2020-12-31T10:46:04.571][0] 	% 
[2020-12-31T10:46:06.654][0] 	% 
[2020-12-31T10:46:09.006][0] 	% 
[2020-12-31T10:46:11.068][0] 	% 
[2020-12-31T10:46:13.07][0] 	% 
[2020-12-31T10:46:15.073][0] 	% 
[2020-12-31T10:46:17.076][0] 	% 
[2020-12-31T10:46:19.241][0] 	% 
[2020-12-31T10:46:21.472][0] 	% 
[2020-12-31T10:46:23.562][0] 	% 
[2020-12-31T10:46:25.708][0] 	% 
[2020-12-31T10:46:28.003][0] 	% 
[2020-12-31T10:46:30.185][0] 	% 
[2020-12-31T10:46:32.525][0] 	% 
[2020-12-31T10:46:34.537][0] 	% 
[2020-12-31T10:46:36.563][0] 	% 
[2020-12-31T10:46:38.593][0] 	% 
[2020-12-31T10:46:40.598][0] 	% 
[2020-12-31T10:46:42.741][0] 	% 
[2020-12-31T10:46:44.752][0] 	% 
[2020-12-31T10:46:47.586][0] 	% 
[2020-12-31T10:46:49.558][0] 	% 
[2020-12-31T10:46:51.598][0] 	% 
[2020-12-31T10:46:53.658][0] 	% 
[2020-12-31T10:46:56.002][0] 	% 
[2020-12-31T10:46:58.026][0] 	% 
[2020-12-31T10:47:00.555][0] 	% 
[2020-12-31T10:47:02.575][0] 	% 
[2020-12-31T10:47:04.588][0] 	% 
[2020-12-31T10:47:06.612][0] 	% 
[2020-12-31T10:47:08.631][0] 	% 
[2020-12-31T10:47:11.506][0] 	% 
[2020-12-31T10:47:13.693][0] 	% 
[2020-12-31T10:47:16.135][0] 	% 
[2020-12-31T10:47:18.368][0] 	% 
[2020-12-31T10:47:20.405][0] 	% 
[2020-12-31T10:47:22.73][0] 	% 
[2020-12-31T10:47:24.792][0] 	% 
[2020-12-31T10:47:26.816][0] 	% 
[2020-12-31T10:47:28.909][0] 	% 
[2020-12-31T10:47:30.939][0] 	% 
[2020-12-31T10:47:33.164][0] 	% 
[2020-12-31T10:47:35.543][0] 	% 
[2020-12-31T10:47:37.579][0] 	% 
[2020-12-31T10:47:39.658][0] 	% 
[2020-12-31T10:47:41.802][0] 	% 
[2020-12-31T10:47:43.807][0] 	% 
[2020-12-31T10:47:45.889][0] 	% 
[2020-12-31T10:47:47.962][0] 	% 
[2020-12-31T10:47:50.104][0] 	% 
[2020-12-31T10:47:52.521][0] 	% 
[2020-12-31T10:47:54.612][0] 	% 
[2020-12-31T10:47:56.866][0] 	% 
[2020-12-31T10:47:58.868][0] 	% 
[2020-12-31T10:48:00.178][0] 	% 
[2020-12-31T10:48:02.249][0] 	% 
[2020-12-31T10:48:04.268][0] 	% 
[2020-12-31T10:48:06.33][0] 	% 
[2020-12-31T10:48:08.358][0] 	% 
[2020-12-31T10:48:10.509][0] 	% 
[2020-12-31T10:48:12.568][0] 	% 
[2020-12-31T10:48:14.931][0] 	% 
[2020-12-31T10:48:16.907][0] 	% 
[2020-12-31T10:48:19.123][0] 	% 
[2020-12-31T10:48:21.037][0] 	% 
[2020-12-31T10:48:23.157][0] 	% 
[2020-12-31T10:48:25.187][0] 	% 
[2020-12-31T10:48:27.438][0] 	% 
[2020-12-31T10:48:29.448][0] 	% 
[2020-12-31T10:48:31.452][0] 	% 
[2020-12-31T10:48:33.847][0] 	% 
[2020-12-31T10:48:35.894][0] 	% 
[2020-12-31T10:48:37.926][0] 	% 
[2020-12-31T10:48:39.979][0] 	% 
[2020-12-31T10:48:42.073][0] 	% 
[2020-12-31T10:48:44.452][0] 	% 
[2020-12-31T10:48:46.344][0] 	% 
[2020-12-31T10:48:48.348][0] 	% 
[2020-12-31T10:48:50.525][0] 	% 
[2020-12-31T10:48:52.585][0] 	% 
[2020-12-31T10:48:54.876][0] 	% 
[2020-12-31T10:48:56.898][0] 	% 
[2020-12-31T10:48:58.893][0] 	% 
[2020-12-31T10:49:00.996][0] 	% 
[2020-12-31T10:49:03.123][0] 	% 
[2020-12-31T10:49:05.433][0] 	% 
[2020-12-31T10:49:07.522][0] 	% 
[2020-12-31T10:49:09.531][0] 	% 
[2020-12-31T10:49:11.968][0] 	% 
[2020-12-31T10:49:14.429][0] 	% 
[2020-12-31T10:49:16.497][0] 	% 
[2020-12-31T10:49:18.773][0] 	% 
[2020-12-31T10:49:21.461][0] 	% 
[2020-12-31T10:49:23.469][0] 	% 
[2020-12-31T10:49:25.565][0] 	% 
[2020-12-31T10:49:27.768][0] 	% 
[2020-12-31T10:49:30.199][0] 	% 
[2020-12-31T10:49:32.232][0] 	% 
[2020-12-31T10:49:34.274][0] 	% 
[2020-12-31T10:49:36.852][0] 	% 
[2020-12-31T10:49:39.132][0] 	% 
[2020-12-31T10:49:41.191][0] 	% 
[2020-12-31T10:49:43.269][0] 	% 
[2020-12-31T10:49:45.258][0] 	% 
[2020-12-31T10:49:48.291][0] 	% 
[2020-12-31T10:49:50.319][0] 	% 
[2020-12-31T10:49:52.388][0] 	% 
[2020-12-31T10:49:54.461][0] 	% 
[2020-12-31T10:49:56.471][0] 	% 
[2020-12-31T10:49:59.136][0] 	% 
[2020-12-31T10:50:00.875][0] 	% 
[2020-12-31T10:50:02.976][0] 	% 
[2020-12-31T10:50:05.329][0] 	% 
[2020-12-31T10:50:07.391][0] 	% 
[2020-12-31T10:50:09.449][0] 	% 
[2020-12-31T10:50:11.536][0] 	% 
[2020-12-31T10:50:13.59][0] 	% 
[2020-12-31T10:50:16.033][0] 	% 
[2020-12-31T10:50:18.19][0] 	% 
[2020-12-31T10:50:20.219][0] 	% 
[2020-12-31T10:50:22.419][0] 	% 
[2020-12-31T10:50:24.453][0] 	% 
[2020-12-31T10:50:26.521][0] 	% 
[2020-12-31T10:50:29.046][0] 	% 
[2020-12-31T10:50:31.119][0] 	% 
[2020-12-31T10:50:33.141][0] 	% 
[2020-12-31T10:50:35.369][0] 	% 
[2020-12-31T10:50:37.573][0] 	% 
[2020-12-31T10:50:39.632][0] 	% 
[2020-12-31T10:50:41.674][0] 	% 
[2020-12-31T10:50:43.779][0] 	% 
[2020-12-31T10:50:46.173][0] 	% 
[2020-12-31T10:50:48.194][0] 	% 
[2020-12-31T10:50:50.457][0] 	% 
[2020-12-31T10:50:52.469][0] 	% 
[2020-12-31T10:50:54.609][0] 	% 
[2020-12-31T10:50:56.628][0] 	% 
[2020-12-31T10:50:58.826][0] 	% 
[2020-12-31T10:51:00.222][0] 	% 
[2020-12-31T10:51:02.578][0] 	% 
[2020-12-31T10:51:04.877][0] 	% 
[2020-12-31T10:51:06.989][0] 	% 
[2020-12-31T10:51:09.006][0] 	% 
[2020-12-31T10:51:11.078][0] 	% 
[2020-12-31T10:51:13.13][0] 	% 
[2020-12-31T10:51:15.246][0] 	% 
[2020-12-31T10:51:17.631][0] 	% 
[2020-12-31T10:51:19.751][0] 	% 
[2020-12-31T10:51:22.637][0] 	% 
[2020-12-31T10:51:25.023][0] 	% 
[2020-12-31T10:51:27.145][0] 	% 
[2020-12-31T10:51:29.497][0] 	% 
[2020-12-31T10:51:31.52][0] 	% 
[2020-12-31T10:51:33.654][0] 	% 
[2020-12-31T10:51:35.655][0] 	% 
[2020-12-31T10:51:37.831][0] 	% 
[2020-12-31T10:51:40.173][0] 	% 
[2020-12-31T10:51:42.321][0] 	% 
[2020-12-31T10:51:44.805][0] 	% 
[2020-12-31T10:51:46.793][0] 	% 
[2020-12-31T10:51:49.025][0] 	% 
[2020-12-31T10:51:51.067][0] 	% 
[2020-12-31T10:51:53.276][0] 	% 
[2020-12-31T10:51:55.47][0] 	% 
[2020-12-31T10:51:57.458][0] 	% 
[2020-12-31T10:51:59.755][0] 	% 
[2020-12-31T10:52:00.462][0] 	% 
[2020-12-31T10:52:02.475][0] 	% 
[2020-12-31T10:52:04.6][0] 	% 
[2020-12-31T10:52:06.73][0] 	% 
[2020-12-31T10:52:09.532][0] 	% 
[2020-12-31T10:52:11.712][0] 	% 
[2020-12-31T10:52:13.759][0] 	% 
[2020-12-31T10:52:15.914][0] 	% 
[2020-12-31T10:52:18.224][0] 	% 
[2020-12-31T10:52:20.449][0] 	% 
[2020-12-31T10:52:22.459][0] 	% 
[2020-12-31T10:52:24.57][0] 	% 
[2020-12-31T10:52:26.971][0] 	% 
[2020-12-31T10:52:29.248][0] 	% 
[2020-12-31T10:52:31.791][0] 	% 
[2020-12-31T10:52:33.977][0] 	% 
[2020-12-31T10:52:36.278][0] 	% 
[2020-12-31T10:52:39.573][0] 	% 
[2020-12-31T10:52:41.79][0] 	% 
[2020-12-31T10:52:44.19][0] 	% 
[2020-12-31T10:52:46.519][0] 	% 
[2020-12-31T10:52:48.501][0] 	% 
[2020-12-31T10:52:51.075][0] 	% 
[2020-12-31T10:52:53.65][0] 	% 
[2020-12-31T10:52:55.687][0] 	% 
[2020-12-31T10:52:57.76][0] 	% 
[2020-12-31T10:52:59.927][0] 	% 
[2020-12-31T10:53:00.524][0] 	% 
[2020-12-31T10:53:02.678][0] 	% 
[2020-12-31T10:53:05.111][0] 	% 
[2020-12-31T10:53:07.584][0] 	% 
[2020-12-31T10:53:09.636][0] 	% 
[2020-12-31T10:53:11.695][0] 	% 
[2020-12-31T10:53:13.914][0] 	% 
[2020-12-31T10:53:15.985][0] 	% 
[2020-12-31T10:53:18.081][0] 	% 
[2020-12-31T10:53:20.227][0] 	% 
[2020-12-31T10:53:22.281][0] 	% 
[2020-12-31T10:53:24.582][0] 	% 
[2020-12-31T10:53:26.822][0] 	% 
[2020-12-31T10:53:28.875][0] 	% 
[2020-12-31T10:53:30.899][0] 	% 
[2020-12-31T10:53:33.09][0] 	% 
[2020-12-31T10:53:35.179][0] 	% 
[2020-12-31T10:53:37.263][0] 	% 
[2020-12-31T10:53:39.247][0] 	% 
[2020-12-31T10:53:41.3][0] 	% 
[2020-12-31T10:53:43.395][0] 	% 
[2020-12-31T10:53:45.575][0] 	% 
[2020-12-31T10:53:47.717][0] 	% 
[2020-12-31T10:53:49.812][0] 	% 
[2020-12-31T10:53:52.162][0] 	% 
[2020-12-31T10:53:54.193][0] 	% 
[2020-12-31T10:53:56.228][0] 	% 
[2020-12-31T10:53:58.335][0] 	% 
[2020-12-31T10:54:00.494][0] 	% 
[2020-12-31T10:54:02.495][0] 	% 
[2020-12-31T10:54:04.635][0] 	% 
[2020-12-31T10:54:06.83][0] 	% 
[2020-12-31T10:54:08.889][0] 	% 
[2020-12-31T10:54:11.234][0] 	% 
[2020-12-31T10:54:13.681][0] 	% 
[2020-12-31T10:54:15.545][0] 	% 
[2020-12-31T10:54:17.856][0] 	% 
[2020-12-31T10:54:19.965][0] 	% 
[2020-12-31T10:54:22.002][0] 	% 
[2020-12-31T10:54:24.414][0] 	% 
[2020-12-31T10:54:26.402][0] 	% 
[2020-12-31T10:54:28.702][0] 	% 
[2020-12-31T10:54:30.821][0] 	% 
[2020-12-31T10:54:33.263][0] 	% 
[2020-12-31T10:54:35.338][0] 	% 
[2020-12-31T10:54:37.457][0] 	% 
[2020-12-31T10:54:39.527][0] 	% 
[2020-12-31T10:54:41.544][0] 	% 
[2020-12-31T10:54:43.684][0] 	% 
[2020-12-31T10:54:46.343][0] 	% 
[2020-12-31T10:54:48.518][0] 	% 
[2020-12-31T10:54:51.162][0] 	% 
[2020-12-31T10:54:53.172][0] 	% 
[2020-12-31T10:54:55.241][0] 	% 
[2020-12-31T10:54:57.324][0] 	% 
[2020-12-31T10:54:59.314][0] 	% 
[2020-12-31T10:55:00.483][0] 	% 
[2020-12-31T10:55:02.575][0] 	% 
[2020-12-31T10:55:04.684][0] 	% 
[2020-12-31T10:55:06.679][0] 	% 
[2020-12-31T10:55:08.638][0] 	% 
[2020-12-31T10:55:11.008][0] 	% 
[2020-12-31T10:55:13.398][0] 	% 
[2020-12-31T10:55:15.458][0] 	% 
[2020-12-31T10:55:17.461][0] 	% 
[2020-12-31T10:55:19.458][0] 	% 
[2020-12-31T10:55:21.469][0] 	% 
[2020-12-31T10:55:23.588][0] 	% 
[2020-12-31T10:55:25.747][0] 	% 
[2020-12-31T10:55:28.019][0] 	% 
[2020-12-31T10:55:30.053][0] 	% 
[2020-12-31T10:55:32.078][0] 	% 
[2020-12-31T10:55:34.113][0] 	% 
[2020-12-31T10:55:36.12][0] 	% 
[2020-12-31T10:55:38.273][0] 	% 
[2020-12-31T10:55:40.319][0] 	% 
[2020-12-31T10:55:42.683][0] 	% 
[2020-12-31T10:55:44.779][0] 	% 
[2020-12-31T10:55:46.832][0] 	% 
[2020-12-31T10:55:49.328][0] 	% 
[2020-12-31T10:55:51.494][0] 	% 
[2020-12-31T10:55:53.785][0] 	% 
[2020-12-31T10:55:55.915][0] 	% 
[2020-12-31T10:55:58.171][0] 	% 
[2020-12-31T10:56:00.199][0] 	% 
[2020-12-31T10:56:02.484][0] 	% 
[2020-12-31T10:56:04.52][0] 	% 
[2020-12-31T10:56:06.527][0] 	% 
[2020-12-31T10:56:08.766][0] 	% 
[2020-12-31T10:56:10.935][0] 	% 
[2020-12-31T10:56:13.241][0] 	% 
[2020-12-31T10:56:15.698][0] 	% 
[2020-12-31T10:56:17.708][0] 	% 
[2020-12-31T10:56:19.921][0] 	% 
[2020-12-31T10:56:22.296][0] 	% 
[2020-12-31T10:56:24.327][0] 	% 
[2020-12-31T10:56:26.711][0] 	% 
[2020-12-31T10:56:28.924][0] 	% 
[2020-12-31T10:56:31.086][0] 	% 
[2020-12-31T10:56:33.214][0] 	% 
[2020-12-31T10:56:35.237][0] 	% 
[2020-12-31T10:56:37.451][0] 	% 
[2020-12-31T10:56:39.56][0] 	% 
[2020-12-31T10:56:41.594][0] 	% 
[2020-12-31T10:56:43.588][0] 	% 
[2020-12-31T10:56:45.72][0] 	% 
[2020-12-31T10:56:47.769][0] 	% 
[2020-12-31T10:56:50.017][0] 	% 
[2020-12-31T10:56:51.986][0] 	% 
[2020-12-31T10:56:54.493][0] 	% 
[2020-12-31T10:56:57.044][0] 	% 
[2020-12-31T10:56:59.205][0] 	% 
[2020-12-31T10:57:00.369][0] 	% 
[2020-12-31T10:57:02.403][0] 	% 
[2020-12-31T10:57:04.465][0] 	% 
[2020-12-31T10:57:06.504][0] 	% 
[2020-12-31T10:57:08.73][0] 	% 
[2020-12-31T10:57:10.905][0] 	% 
[2020-12-31T10:57:12.924][0] 	% 
[2020-12-31T10:57:15.376][0] 	% 
[2020-12-31T10:57:17.464][0] 	% 
[2020-12-31T10:57:19.659][0] 	% 
[2020-12-31T10:57:21.828][0] 	% 
[2020-12-31T10:57:23.957][0] 	% 
[2020-12-31T10:57:26.13][0] 	% 
[2020-12-31T10:57:28.177][0] 	% 
[2020-12-31T10:57:30.586][0] 	% 
[2020-12-31T10:57:32.663][0] 	% 
[2020-12-31T10:57:34.749][0] 	% 
[2020-12-31T10:57:37.23][0] 	% 
[2020-12-31T10:57:39.891][0] 	% 
[2020-12-31T10:57:42.089][0] 	% 
[2020-12-31T10:57:44.238][0] 	% 
[2020-12-31T10:57:46.781][0] 	% 
[2020-12-31T10:57:48.893][0] 	% 
[2020-12-31T10:57:51.364][0] 	% 
[2020-12-31T10:57:53.827][0] 	% 
[2020-12-31T10:57:56.122][0] 	% 
[2020-12-31T10:57:58.329][0] 	% 
[2020-12-31T10:58:00.18][0] 	% 
[2020-12-31T10:58:02.212][0] 	% 
[2020-12-31T10:58:04.569][0] 	% 
[2020-12-31T10:58:06.575][0] 	% 
[2020-12-31T10:58:08.673][0] 	% 
[2020-12-31T10:58:11.046][0] 	% 
[2020-12-31T10:58:13.168][0] 	% 
[2020-12-31T10:58:15.165][0] 	% 
[2020-12-31T10:58:17.162][0] 	% 
[2020-12-31T10:58:19.224][0] 	% 
[2020-12-31T10:58:21.241][0] 	% 
[2020-12-31T10:58:23.273][0] 	% 
[2020-12-31T10:58:25.271][0] 	% 
[2020-12-31T10:58:27.341][0] 	% 
[2020-12-31T10:58:29.372][0] 	% 
[2020-12-31T10:58:31.38][0] 	% 
[2020-12-31T10:58:33.458][0] 	% 
[2020-12-31T10:58:35.564][0] 	% 
[2020-12-31T10:58:37.753][0] 	% 
[2020-12-31T10:58:39.755][0] 	% 
[2020-12-31T10:58:42.305][0] 	% 
[2020-12-31T10:58:44.323][0] 	% 
[2020-12-31T10:58:46.321][0] 	% 
[2020-12-31T10:58:48.379][0] 	% 
[2020-12-31T10:58:50.535][0] 	% 
[2020-12-31T10:58:52.571][0] 	% 
[2020-12-31T10:58:54.582][0] 	% 
[2020-12-31T10:58:56.8][0] 	% 
[2020-12-31T10:58:58.839][0] 	% 
[2020-12-31T10:59:00.195][0] 	% 
[2020-12-31T10:59:02.292][0] 	% 
[2020-12-31T10:59:04.575][0] 	% 
[2020-12-31T10:59:06.618][0] 	% 
[2020-12-31T10:59:08.935][0] 	% 
[2020-12-31T10:59:11.054][0] 	% 
[2020-12-31T10:59:13.039][0] 	% 
[2020-12-31T10:59:15.212][0] 	% 
[2020-12-31T10:59:17.298][0] 	% 
[2020-12-31T10:59:19.623][0] 	% 
[2020-12-31T10:59:21.777][0] 	% 
[2020-12-31T10:59:23.85][0] 	% 
[2020-12-31T10:59:25.905][0] 	% 
[2020-12-31T10:59:28.039][0] 	% 
[2020-12-31T10:59:30.045][0] 	% 
[2020-12-31T10:59:32.204][0] 	% 
[2020-12-31T10:59:34.236][0] 	% 
[2020-12-31T10:59:36.239][0] 	% 
[2020-12-31T10:59:38.445][0] 	% 
[2020-12-31T10:59:40.52][0] 	% 
[2020-12-31T10:59:42.555][0] 	% 
[2020-12-31T10:59:44.723][0] 	% 
[2020-12-31T10:59:47.155][0] 	% 
[2020-12-31T10:59:49.536][0] 	% 
[2020-12-31T10:59:51.612][0] 	% 
[2020-12-31T10:59:53.858][0] 	% 
[2020-12-31T10:59:56.102][0] 	% 
[2020-12-31T10:59:58.134][0] 	% 
[2020-12-31T11:00:00.129][0] 	% 
[2020-12-31T11:00:00.273][0] 	% 
[2020-12-31T11:00:02.461][0] 	% 
[2020-12-31T11:00:04.478][0] 	% 
[2020-12-31T11:00:06.478][0] 	% 
[2020-12-31T11:00:09.061][0] 	% 
[2020-12-31T11:00:11.239][0] 	% 
[2020-12-31T11:00:12.827][0] 	% 
[2020-12-31T11:00:15.059][0] 	% 
[2020-12-31T11:00:17.172][0] 	% 
[2020-12-31T11:00:19.182][0] 	% 
[2020-12-31T11:00:21.214][0] 	% 
[2020-12-31T11:00:23.257][0] 	% 
[2020-12-31T11:00:25.267][0] 	% 
[2020-12-31T11:00:27.587][0] 	% 
[2020-12-31T11:00:29.718][0] 	% 
[2020-12-31T11:00:31.8][0] 	% 
[2020-12-31T11:00:33.861][0] 	% 
[2020-12-31T11:00:35.907][0] 	% 
[2020-12-31T11:00:37.942][0] 	% 
[2020-12-31T11:00:39.946][0] 	% 
[2020-12-31T11:00:42.24][0] 	% 
[2020-12-31T11:00:44.448][0] 	% 
[2020-12-31T11:00:46.602][0] 	% 
[2020-12-31T11:00:48.63][0] 	% 
[2020-12-31T11:00:50.816][0] 	% 
[2020-12-31T11:00:52.895][0] 	% 
[2020-12-31T11:00:54.954][0] 	% 
[2020-12-31T11:00:56.969][0] 	% 
[2020-12-31T11:00:59.03][0] 	% 
[2020-12-31T11:01:01.027][0] 	% 
[2020-12-31T11:01:03.018][0] 	% 
[2020-12-31T11:01:05.057][0] 	% 
[2020-12-31T11:01:07.077][0] 	% 
[2020-12-31T11:01:09.254][0] 	% 
[2020-12-31T11:01:11.303][0] 	% 
[2020-12-31T11:01:13.462][0] 	% 
[2020-12-31T11:01:15.667][0] 	% 
[2020-12-31T11:01:17.721][0] 	% 
[2020-12-31T11:01:19.714][0] 	% 
[2020-12-31T11:01:22.048][0] 	% 
[2020-12-31T11:01:24.097][0] 	% 
[2020-12-31T11:01:26.387][0] 	% 
[2020-12-31T11:01:28.369][0] 	% 
[2020-12-31T11:01:30.558][0] 	% 
[2020-12-31T11:01:32.612][0] 	% 
[2020-12-31T11:01:35.101][0] 	% 
[2020-12-31T11:01:37.126][0] 	% 
[2020-12-31T11:01:39.116][0] 	% 
[2020-12-31T11:01:41.364][0] 	% 
[2020-12-31T11:01:43.511][0] 	% 
[2020-12-31T11:01:45.71][0] 	% 
[2020-12-31T11:01:47.793][0] 	% 
[2020-12-31T11:01:49.867][0] 	% 
[2020-12-31T11:01:51.906][0] 	% 
[2020-12-31T11:01:53.998][0] 	% 
[2020-12-31T11:01:56.042][0] 	% 
[2020-12-31T11:01:58.19][0] 	% 
[2020-12-31T11:02:00.455][0] 	% 
[2020-12-31T11:02:03.199][0] 	% 
[2020-12-31T11:02:05.435][0] 	% 
[2020-12-31T11:02:07.493][0] 	% 
[2020-12-31T11:02:09.552][0] 	% 
[2020-12-31T11:02:11.572][0] 	% 
[2020-12-31T11:02:13.569][0] 	% 
[2020-12-31T11:02:15.65][0] 	% 
[2020-12-31T11:02:17.692][0] 	% 
[2020-12-31T11:02:19.707][0] 	% 
[2020-12-31T11:02:21.741][0] 	% 
[2020-12-31T11:02:23.768][0] 	% 
[2020-12-31T11:02:25.786][0] 	% 
[2020-12-31T11:02:27.784][0] 	% 
[2020-12-31T11:02:29.812][0] 	% 
[2020-12-31T11:02:31.849][0] 	% 
[2020-12-31T11:02:33.865][0] 	% 
[2020-12-31T11:02:35.888][0] 	% 
[2020-12-31T11:02:37.889][0] 	% 
[2020-12-31T11:02:39.912][0] 	% 
[2020-12-31T11:02:41.936][0] 	% 
[2020-12-31T11:02:43.987][0] 	% 
[2020-12-31T11:02:45.994][0] 	% 
[2020-12-31T11:02:48.013][0] 	% 
[2020-12-31T11:02:50.049][0] 	% 
[2020-12-31T11:02:52.025][0] 	% 
[2020-12-31T11:02:54.025][0] 	% 
[2020-12-31T11:02:56.057][0] 	% 
[2020-12-31T11:02:58.081][0] 	% 
[2020-12-31T11:03:00.083][0] 	% 
[2020-12-31T11:03:00.578][0] 	% 
[2020-12-31T11:03:02.689][0] 	% 
[2020-12-31T11:03:04.764][0] 	% 
[2020-12-31T11:03:06.763][0] 	% 
[2020-12-31T11:03:08.794][0] 	% 
[2020-12-31T11:03:10.869][0] 	% 
[2020-12-31T11:03:12.837][0] 	% 
[2020-12-31T11:03:14.841][0] 	% 
[2020-12-31T11:03:16.865][0] 	% 
[2020-12-31T11:03:18.881][0] 	% 
[2020-12-31T11:03:20.92][0] 	% 
[2020-12-31T11:03:22.94][0] 	% 
[2020-12-31T11:03:24.948][0] 	% 
[2020-12-31T11:03:26.995][0] 	% 
[2020-12-31T11:03:29.093][0] 	% 
[2020-12-31T11:03:31.436][0] 	% 
[2020-12-31T11:03:33.532][0] 	% 
[2020-12-31T11:03:35.69][0] 	% 
[2020-12-31T11:03:37.686][0] 	% 
[2020-12-31T11:03:39.697][0] 	% 
[2020-12-31T11:03:41.741][0] 	% 
[2020-12-31T11:03:43.719][0] 	% 
[2020-12-31T11:03:45.725][0] 	% 
[2020-12-31T11:03:47.726][0] 	% 
[2020-12-31T11:03:49.748][0] 	% 
[2020-12-31T11:03:51.75][0] 	% 
[2020-12-31T11:03:53.774][0] 	% 
[2020-12-31T11:03:55.765][0] 	% 
[2020-12-31T11:03:57.767][0] 	% 
[2020-12-31T11:03:59.776][0] 	% 
[2020-12-31T11:04:00.175][0] 	% 
[2020-12-31T11:04:02.183][0] 	% 
[2020-12-31T11:04:04.295][0] 	% 
[2020-12-31T11:04:06.608][0] 	% 
[2020-12-31T11:04:08.664][0] 	% 
[2020-12-31T11:04:10.91][0] 	% 
[2020-12-31T11:04:12.826][0] 	% 
[2020-12-31T11:04:14.843][0] 	% 
[2020-12-31T11:04:16.918][0] 	% 
[2020-12-31T11:04:18.992][0] 	% 
[2020-12-31T11:04:21.717][0] 	% 
[2020-12-31T11:04:23.827][0] 	% 
[2020-12-31T11:04:26.081][0] 	% 
[2020-12-31T11:04:28.177][0] 	% 
[2020-12-31T11:04:30.187][0] 	% 
[2020-12-31T11:04:32.226][0] 	% 
[2020-12-31T11:04:34.497][0] 	% 
[2020-12-31T11:04:36.469][0] 	% 
[2020-12-31T11:04:38.638][0] 	% 
[2020-12-31T11:04:40.665][0] 	% 
[2020-12-31T11:04:42.71][0] 	% 
[2020-12-31T11:04:44.792][0] 	% 
[2020-12-31T11:04:46.915][0] 	% 
[2020-12-31T11:04:49.235][0] 	% 
[2020-12-31T11:04:51.325][0] 	% 
[2020-12-31T11:04:53.516][0] 	% 
[2020-12-31T11:04:55.599][0] 	% 
[2020-12-31T11:04:57.622][0] 	% 
[2020-12-31T11:04:59.677][0] 	% 
[2020-12-31T11:05:00.218][0] 	% 
[2020-12-31T11:05:02.236][0] 	% 
[2020-12-31T11:05:04.502][0] 	% 
[2020-12-31T11:05:06.559][0] 	% 
[2020-12-31T11:05:08.67][0] 	% 
[2020-12-31T11:05:10.871][0] 	% 
[2020-12-31T11:05:13.223][0] 	% 
[2020-12-31T11:05:15.644][0] 	% 
[2020-12-31T11:05:17.671][0] 	% 
[2020-12-31T11:05:19.771][0] 	% 
[2020-12-31T11:05:22.022][0] 	% 
[2020-12-31T11:05:24.306][0] 	% 
[2020-12-31T11:05:27.077][0] 	% 
[2020-12-31T11:05:29.438][0] 	% 
[2020-12-31T11:05:31.476][0] 	% 
[2020-12-31T11:05:33.582][0] 	% 
[2020-12-31T11:05:35.776][0] 	% 
[2020-12-31T11:05:37.872][0] 	% 
[2020-12-31T11:05:39.962][0] 	% 
[2020-12-31T11:05:42.079][0] 	% 
[2020-12-31T11:05:44.137][0] 	% 
[2020-12-31T11:05:46.365][0] 	% 
[2020-12-31T11:05:48.878][0] 	% 
[2020-12-31T11:05:50.935][0] 	% 
[2020-12-31T11:05:53.166][0] 	% 
[2020-12-31T11:05:55.176][0] 	% 
[2020-12-31T11:05:57.425][0] 	% 
[2020-12-31T11:05:59.431][0] 	% 
[2020-12-31T11:06:00.28][0] 	% 
[2020-12-31T11:06:02.311][0] 	% 
[2020-12-31T11:06:04.354][0] 	% 
[2020-12-31T11:06:06.57][0] 	% 
