askprice,askquantity,bidprice,bidquantity,time,id
0.02858600,81.04200000,0.02858500,13.59200000,2020-11-06T20:09:35.354,1763460521
0.02858700,0.08100000,0.02858400,26.79200000,,
0.02858800,10.78000000,0.02858200,3.11200000,,
0.02858900,7.00000000,0.02858000,10.49500000,,
0.02859000,5.75900000,0.02857800,6.11500000,,
