askprice,askquantity,bidprice,bidquantity,time,id
0.00380400,373.00000000,0.00379900,2460.00000000,2020-11-11T22:28:24.881,148325014
0.00380500,2460.00000000,0.00379800,12308.00000000,,
0.00380600,6812.00000000,0.00379700,3210.00000000,,
0.00380700,9779.00000000,0.00379600,28112.00000000,,
0.00380900,28261.00000000,0.00379500,28194.00000000,,
